,增长,通胀,利率,信用,海外,美元
2019-07-14,1.0,3.0,3.0,4.0,2.0,3.0
2019-07-21,1.0,3.0,3.0,4.0,2.0,3.0
2019-07-28,1.0,2.0,3.0,4.0,1.0,3.0
2019-08-04,2.0,2.0,3.0,3.0,1.0,3.0
2019-08-11,2.0,2.0,3.0,3.0,1.0,3.0
2019-08-18,2.0,2.0,3.0,3.0,1.0,3.0
2019-08-25,2.0,2.0,3.0,3.0,1.0,3.0
2019-09-01,2.0,2.0,3.0,3.0,1.0,3.0
2019-09-08,2.0,3.0,4.0,3.0,1.0,3.0
2019-09-15,2.0,3.0,4.0,3.0,1.0,3.0
2019-09-22,2.0,3.0,4.0,2.0,1.0,3.0
2019-09-29,2.0,3.0,4.0,2.0,1.0,3.0
2019-10-06,2.0,3.0,4.0,2.0,1.0,3.0
2019-10-13,2.0,3.0,4.0,2.0,1.0,3.0
2019-10-20,2.0,4.0,4.0,2.0,1.0,3.0
2019-10-27,2.0,4.0,4.0,2.0,1.0,3.0
2019-11-03,2.0,4.0,4.0,2.0,1.0,3.0
2019-11-10,2.0,4.0,4.0,2.0,1.0,3.0
2019-11-17,2.0,4.0,4.0,3.0,1.0,3.0
2019-11-24,2.0,4.0,3.0,3.0,1.0,2.0
2019-12-01,2.0,4.0,3.0,3.0,1.0,2.0
2019-12-08,2.0,4.0,3.0,3.0,1.0,2.0
2019-12-15,2.0,4.0,3.0,3.0,1.0,2.0
2019-12-22,2.0,4.0,2.0,3.0,1.0,2.0
2019-12-29,2.0,4.0,2.0,3.0,1.0,2.0
2020-01-05,2.0,4.0,2.0,3.0,1.0,2.0
2020-01-12,2.0,4.0,2.0,3.0,1.0,2.0
2020-01-19,2.0,4.0,2.0,3.0,1.0,2.0
2020-01-26,3.0,4.0,2.0,3.0,1.0,2.0
2020-02-02,3.0,4.0,2.0,3.0,1.0,2.0
2020-02-09,3.0,4.0,2.0,3.0,1.0,2.0
2020-02-16,3.0,4.0,2.0,3.0,1.0,2.0
2020-02-23,3.0,4.0,2.0,3.0,1.0,2.0
2020-03-01,2.0,4.0,2.0,2.0,1.0,2.0
2020-03-08,2.0,4.0,2.0,2.0,1.0,2.0
2020-03-15,2.0,4.0,3.0,2.0,1.0,2.0
2020-03-22,2.0,4.0,3.0,2.0,1.0,2.0
2020-03-29,2.0,4.0,3.0,2.0,1.0,2.0
2020-04-05,2.0,4.0,4.0,2.0,2.0,3.0
2020-04-12,1.0,4.0,4.0,1.0,2.0,3.0
2020-04-19,1.0,4.0,4.0,1.0,2.0,3.0
2020-04-26,1.0,4.0,4.0,1.0,2.0,3.0
2020-05-03,1.0,4.0,4.0,1.0,2.0,2.0
2020-05-10,1.0,4.0,4.0,1.0,2.0,3.0
2020-05-17,1.0,4.0,4.0,1.0,2.0,3.0
2020-05-24,1.0,3.0,4.0,1.0,3.0,3.0
2020-05-31,1.0,3.0,4.0,1.0,2.0,2.0
2020-06-07,1.0,3.0,4.0,1.0,2.0,2.0
2020-06-14,1.0,4.0,4.0,1.0,2.0,2.0
2020-06-21,1.0,4.0,4.0,1.0,2.0,2.0
2020-06-28,1.0,4.0,4.0,1.0,2.0,2.0
2020-07-05,2.0,4.0,4.0,1.0,2.0,2.0
2020-07-12,2.0,4.0,4.0,1.0,2.0,2.0
2020-07-19,2.0,4.0,4.0,1.0,2.0,2.0
2020-07-26,2.0,4.0,3.0,2.0,2.0,2.0
2020-08-02,3.0,4.0,3.0,2.0,1.0,2.0
2020-08-09,3.0,4.0,2.0,2.0,1.0,2.0
2020-08-16,3.0,4.0,2.0,2.0,1.0,2.0
2020-08-23,3.0,4.0,2.0,2.0,1.0,2.0
2020-08-30,3.0,4.0,2.0,2.0,1.0,2.0
2020-09-06,3.0,4.0,1.0,3.0,1.0,1.0
2020-09-13,3.0,4.0,1.0,3.0,1.0,1.0
2020-09-20,3.0,3.0,1.0,3.0,1.0,1.0
2020-09-27,3.0,3.0,1.0,3.0,1.0,1.0
2020-10-04,4.0,3.0,1.0,3.0,1.0,1.0
2020-10-11,4.0,2.0,1.0,3.0,1.0,1.0
2020-10-18,4.0,2.0,1.0,3.0,1.0,1.0
2020-10-25,4.0,1.0,1.0,3.0,1.0,1.0
2020-11-01,4.0,1.0,1.0,3.0,2.0,1.0
2020-11-08,4.0,1.0,1.0,3.0,1.0,1.0
2020-11-15,4.0,1.0,1.0,3.0,1.0,1.0
2020-11-22,4.0,1.0,1.0,3.0,1.0,1.0
2020-11-29,4.0,1.0,1.0,3.0,1.0,1.0
2020-12-06,4.0,1.0,1.0,3.0,1.0,1.0
2020-12-13,4.0,1.0,1.0,3.0,1.0,1.0
2020-12-20,4.0,1.0,1.0,3.0,1.0,1.0
2020-12-27,4.0,1.0,1.0,3.0,1.0,1.0
2021-01-03,4.0,1.0,1.0,3.0,1.0,1.0
2021-01-10,4.0,1.0,1.0,3.0,1.0,1.0
2021-01-17,4.0,2.0,1.0,3.0,1.0,1.0
2021-01-24,4.0,2.0,1.0,3.0,1.0,1.0
2021-01-31,4.0,2.0,1.0,3.0,2.0,1.0
2021-02-07,4.0,2.0,1.0,3.0,2.0,1.0
2021-02-14,4.0,2.0,1.0,3.0,2.0,1.0
2021-02-21,4.0,2.0,1.0,3.0,2.0,1.0
2021-02-28,4.0,2.0,1.0,3.0,2.0,1.0
2021-03-07,4.0,2.0,1.0,4.0,2.0,1.0
2021-03-14,4.0,3.0,1.0,4.0,2.0,1.0
2021-03-21,4.0,3.0,1.0,4.0,2.0,1.0
2021-03-28,4.0,4.0,1.0,4.0,2.0,1.0
2021-04-04,4.0,4.0,1.0,4.0,2.0,1.0
2021-04-11,4.0,4.0,1.0,4.0,3.0,1.0
2021-04-18,4.0,4.0,1.0,4.0,3.0,1.0
2021-04-25,4.0,4.0,1.0,4.0,3.0,1.0
2021-05-02,4.0,4.0,1.0,4.0,3.0,1.0
2021-05-09,4.0,4.0,1.0,4.0,3.0,1.0
2021-05-16,4.0,4.0,1.0,4.0,3.0,1.0
2021-05-23,4.0,4.0,1.0,4.0,3.0,1.0
2021-05-30,4.0,4.0,1.0,4.0,3.0,1.0
2021-06-06,4.0,4.0,1.0,4.0,3.0,1.0
2021-06-13,4.0,4.0,1.0,4.0,3.0,1.0
2021-06-20,4.0,4.0,1.0,4.0,3.0,1.0
2021-06-27,4.0,4.0,1.0,4.0,3.0,1.0
2021-07-04,4.0,4.0,1.0,4.0,3.0,1.0
2021-07-11,4.0,4.0,1.0,4.0,3.0,1.0
2021-07-18,4.0,4.0,1.0,3.0,3.0,1.0
2021-07-25,4.0,4.0,1.0,3.0,3.0,1.0
2021-08-01,4.0,4.0,1.0,3.0,4.0,2.0
2021-08-08,4.0,3.0,1.0,2.0,4.0,2.0
2021-08-15,4.0,3.0,1.0,2.0,4.0,2.0
2021-08-22,4.0,3.0,2.0,2.0,4.0,2.0
2021-08-29,4.0,3.0,2.0,2.0,4.0,2.0
2021-09-05,4.0,3.0,2.0,2.0,4.0,2.0
2021-09-12,4.0,3.0,2.0,2.0,4.0,2.0
2021-09-19,4.0,3.0,2.0,2.0,4.0,2.0
2021-09-26,4.0,3.0,2.0,1.0,4.0,2.0
2021-10-03,4.0,3.0,2.0,1.0,4.0,2.0
2021-10-10,4.0,3.0,2.0,1.0,4.0,2.0
2021-10-17,4.0,3.0,2.0,1.0,4.0,2.0
2021-10-24,4.0,3.0,2.0,1.0,4.0,2.0
2021-10-31,4.0,3.0,2.0,1.0,4.0,2.0
2021-11-07,4.0,4.0,2.0,1.0,4.0,2.0
2021-11-14,4.0,4.0,2.0,1.0,4.0,2.0
2021-11-21,4.0,4.0,2.0,1.0,4.0,2.0
2021-11-28,4.0,3.0,3.0,1.0,4.0,3.0
2021-12-05,4.0,3.0,3.0,1.0,4.0,3.0
2021-12-12,4.0,3.0,3.0,1.0,4.0,3.0
2021-12-19,3.0,3.0,3.0,1.0,4.0,4.0
2021-12-26,3.0,3.0,3.0,1.0,4.0,4.0
2022-01-02,3.0,3.0,3.0,1.0,4.0,4.0
2022-01-09,3.0,2.0,3.0,1.0,4.0,4.0
2022-01-16,3.0,2.0,3.0,1.0,4.0,4.0
2022-01-23,3.0,2.0,3.0,1.0,4.0,4.0
2022-01-30,3.0,2.0,3.0,1.0,4.0,4.0
2022-02-06,3.0,2.0,3.0,1.0,4.0,4.0
2022-02-13,3.0,2.0,3.0,1.0,4.0,4.0
2022-02-20,3.0,2.0,3.0,1.0,4.0,4.0
2022-02-27,3.0,1.0,3.0,1.0,4.0,4.0
2022-03-06,3.0,1.0,3.0,2.0,4.0,4.0
2022-03-13,3.0,1.0,4.0,1.0,4.0,4.0
2022-03-20,3.0,2.0,4.0,1.0,4.0,4.0
2022-03-27,3.0,2.0,4.0,1.0,4.0,4.0
2022-04-03,3.0,1.0,4.0,1.0,4.0,4.0
2022-04-10,3.0,1.0,4.0,2.0,4.0,4.0
2022-04-17,3.0,1.0,3.0,2.0,4.0,4.0
2022-04-24,2.0,1.0,3.0,2.0,4.0,4.0
2022-05-01,2.0,1.0,3.0,2.0,4.0,4.0
2022-05-08,2.0,1.0,3.0,2.0,4.0,4.0
2022-05-15,2.0,1.0,3.0,2.0,4.0,4.0
2022-05-22,2.0,2.0,3.0,2.0,4.0,4.0
2022-05-29,2.0,2.0,3.0,2.0,4.0,4.0
2022-06-05,2.0,2.0,3.0,2.0,4.0,4.0
2022-06-12,2.0,2.0,3.0,2.0,4.0,4.0
2022-06-19,2.0,2.0,3.0,2.0,4.0,4.0
2022-06-26,2.0,2.0,3.0,2.0,4.0,4.0
2022-07-03,2.0,2.0,3.0,2.0,4.0,4.0
2022-07-10,2.0,2.0,2.0,2.0,4.0,4.0
2022-07-17,2.0,3.0,2.0,2.0,4.0,4.0
2022-07-24,1.0,3.0,2.0,2.0,4.0,4.0
2022-07-31,1.0,3.0,2.0,2.0,4.0,4.0
2022-08-07,1.0,3.0,2.0,2.0,4.0,4.0
2022-08-14,1.0,3.0,2.0,3.0,4.0,4.0
2022-08-21,1.0,3.0,2.0,3.0,4.0,4.0
2022-08-28,1.0,3.0,2.0,3.0,4.0,4.0
2022-09-04,1.0,3.0,2.0,3.0,4.0,4.0
2022-09-11,1.0,3.0,2.0,3.0,4.0,4.0
2022-09-18,1.0,3.0,2.0,3.0,4.0,4.0
2022-09-25,1.0,2.0,2.0,2.0,4.0,4.0
2022-10-02,1.0,3.0,2.0,3.0,4.0,4.0
2022-10-09,1.0,3.0,2.0,2.0,4.0,4.0
2022-10-16,1.0,3.0,2.0,2.0,4.0,4.0
2022-10-23,1.0,3.0,2.0,2.0,4.0,4.0
2022-10-30,1.0,2.0,2.0,2.0,4.0,4.0
2022-11-06,1.0,2.0,3.0,2.0,4.0,4.0
2022-11-13,1.0,2.0,2.0,2.0,4.0,4.0
